Dataset,Prediction Length,MSE,MAE,model,source,ci_cd,model_source
ETTh2,192,0.383,0.418,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ETTh2,336,0.448,0.465,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ETTh2,720,0.605,0.551,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ETTh2,Avg,0.43124999999999997,0.44675,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Electricity,96,0.14,0.237,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Electricity,192,0.153,0.249,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Electricity,336,0.169,0.267,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Electricity,720,0.203,0.301,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Electricity,Avg,0.16625,0.2635,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Weather,96,0.176,0.237,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Weather,192,0.22,0.282,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Weather,336,0.265,0.319,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Weather,720,0.323,0.362,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Weather,Avg,0.246,0.29999999999999993,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Traffic,96,0.41,0.282,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Traffic,192,0.423,0.287,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Traffic,336,0.436,0.296,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Traffic,720,0.466,0.315,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Traffic,Avg,0.43374999999999997,0.295,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Exchange,96,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Exchange,192,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Exchange,336,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Exchange,720,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Exchange,Avg,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ILI,24,2.215,1.081,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ILI,36,1.963,0.963,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ILI,48,2.13,1.024,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ILI,60,2.368,1.096,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ILI,Avg,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Solar-Energy,96,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Solar-Energy,192,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Solar-Energy,336,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Solar-Energy,720,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
Solar-Energy,Avg,,,Dlinear,nie2023_patchtst,CI,Dlinear (nie2023_patchtst)
ETTm1,96,0.334,0.368,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm1,192,0.377,0.391,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm1,336,0.426,0.42,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm1,720,0.491,0.459,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm1,Avg,0.407,0.41,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm2,96,0.18,0.264,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm2,192,0.25,0.309,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm2,336,0.311,0.348,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm2,720,0.412,0.407,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm2,Avg,0.288,0.332,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh1,96,0.386,0.405,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh1,192,0.441,0.436,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh1,336,0.487,0.458,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh1,720,0.503,0.491,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh1,Avg,0.454,0.447,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh2,96,0.297,0.349,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh2,192,0.38,0.4,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh2,336,0.428,0.432,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh2,720,0.427,0.445,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTh2,Avg,0.383,0.407,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Electricity,96,0.148,0.24,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Electricity,192,0.162,0.253,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Electricity,336,0.178,0.269,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Electricity,720,0.225,0.317,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Electricity,Avg,0.178,0.27,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Weather,96,0.174,0.214,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Weather,192,0.221,0.254,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Weather,336,0.278,0.296,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Weather,720,0.358,0.347,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Weather,Avg,0.258,0.278,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Traffic,96,0.395,0.268,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Traffic,192,0.417,0.276,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Traffic,336,0.433,0.283,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Traffic,720,0.467,0.302,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Traffic,Avg,0.428,0.282,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Exchange,96,0.086,0.206,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Exchange,192,0.177,0.299,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Exchange,336,0.331,0.417,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Exchange,720,0.847,0.691,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Exchange,Avg,0.36,0.403,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ILI,24,,,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ILI,36,,,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ILI,48,,,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ILI,60,,,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ILI,Avg,,,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Solar-Energy,96,0.203,0.237,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Solar-Energy,192,0.233,0.261,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Solar-Energy,336,0.248,0.273,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Solar-Energy,720,0.249,0.275,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
Solar-Energy,Avg,0.233,0.262,iTransformer,liu2024_itransformer,CD,iTransformer (liu2024_itransformer)
ETTm1,96,0.329,0.367,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm1,192,0.367,0.385,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm1,336,0.399,0.41,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm1,720,0.454,0.439,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm1,Avg,0.387,0.4,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm2,96,0.175,0.259,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm2,192,0.241,0.302,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm2,336,0.305,0.343,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm2,720,0.402,0.4,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm2,Avg,0.281,0.326,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh1,96,0.414,0.419,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh1,192,0.46,0.445,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh1,336,0.501,0.466,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh1,720,0.5,0.488,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh1,Avg,0.469,0.454,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh2,96,0.302,0.348,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh2,192,0.388,0.4,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh2,336,0.426,0.433,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh2,720,0.431,0.446,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTh2,Avg,0.387,0.407,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Electricity,96,0.181,0.27,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Electricity,192,0.188,0.274,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Electricity,336,0.204,0.293,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Electricity,720,0.246,0.324,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Electricity,Avg,0.205,0.29,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Weather,96,0.177,0.218,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Weather,192,0.225,0.259,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Weather,336,0.278,0.297,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Weather,720,0.354,0.348,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Weather,Avg,0.259,0.281,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Traffic,96,0.462,0.295,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Traffic,192,0.466,0.296,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Traffic,336,0.482,0.304,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Traffic,720,0.514,0.322,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Traffic,Avg,0.481,0.304,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Exchange,96,0.088,0.205,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Exchange,192,0.176,0.299,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Exchange,336,0.301,0.397,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Exchange,720,0.901,0.714,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Exchange,Avg,0.367,0.404,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ILI,24,,,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ILI,36,,,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ILI,48,,,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ILI,60,,,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ILI,Avg,,,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Solar-Energy,96,0.234,0.286,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Solar-Energy,192,0.267,0.31,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Solar-Energy,336,0.29,0.315,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Solar-Energy,720,0.289,0.317,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
Solar-Energy,Avg,0.27,0.307,PatchTST,liu2024_itransformer,CI,PatchTST (liu2024_itransformer)
ETTm1,96,0.339,0.377,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm1,192,0.376,0.392,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm1,336,0.408,0.417,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm1,720,0.499,0.461,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm1,Avg,0.40549999999999997,0.41175,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm2,96,0.192,0.273,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm2,192,0.252,0.314,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm2,336,0.318,0.357,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm2,720,0.413,0.416,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm2,Avg,0.29375,0.33999999999999997,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh1,96,0.385,0.408,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh1,192,0.431,0.432,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh1,336,0.485,0.462,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh1,720,0.497,0.483,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh1,Avg,0.4495,0.44625000000000004,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh2,96,0.343,0.376,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh2,192,0.405,0.417,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh2,336,0.448,0.453,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh2,720,0.464,0.483,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTh2,Avg,0.415,0.43225,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Electricity,96,0.159,0.268,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Electricity,192,0.177,0.278,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Electricity,336,0.195,0.296,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Electricity,720,0.215,0.317,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Electricity,Avg,0.18649999999999997,0.28975,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Weather,96,0.171,0.23,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Weather,192,0.219,0.271,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Weather,336,0.277,0.321,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Weather,720,0.365,0.367,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Weather,Avg,0.258,0.29725,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Traffic,96,0.583,0.319,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Traffic,192,0.591,0.331,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Traffic,336,0.599,0.332,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Traffic,720,0.601,0.341,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Traffic,Avg,0.5934999999999999,0.33075,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Exchange,96,0.108,0.223,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Exchange,192,0.197,0.316,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Exchange,336,0.375,0.429,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Exchange,720,0.934,0.773,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Exchange,Avg,0.40349999999999997,0.43525,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ILI,24,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ILI,36,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ILI,48,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ILI,60,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ILI,Avg,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Solar-Energy,96,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Solar-Energy,192,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Solar-Energy,336,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Solar-Energy,720,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
Solar-Energy,Avg,,,PatchTST,huang2023_crossgnn,CI,PatchTST (huang2023_crossgnn)
ETTm1,96,0.29,0.342,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm1,192,0.332,0.369,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm1,336,0.366,0.392,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm1,720,0.416,0.42,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm1,Avg,0.351,0.381,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm2,96,0.165,0.255,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm2,192,0.22,0.292,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm2,336,0.274,0.329,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm2,720,0.362,0.385,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm2,Avg,0.255,0.315,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh1,96,0.37,0.399,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh1,192,0.413,0.421,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh1,336,0.422,0.436,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh1,720,0.447,0.466,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh1,Avg,0.413,0.431,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh2,96,0.274,0.336,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh2,192,0.339,0.379,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh2,336,0.329,0.38,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh2,720,0.379,0.422,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTh2,Avg,0.33,0.379,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Electricity,96,0.129,0.222,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Electricity,192,0.147,0.24,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Electricity,336,0.163,0.259,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Electricity,720,0.197,0.29,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Electricity,Avg,0.159,0.253,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Weather,96,0.149,0.198,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Weather,192,0.194,0.241,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Weather,336,0.245,0.282,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Weather,720,0.314,0.334,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Weather,Avg,0.226,0.264,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Traffic,96,0.36,0.249,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Traffic,192,0.379,0.256,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Traffic,336,0.392,0.264,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Traffic,720,0.432,0.286,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Traffic,Avg,0.391,0.264,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Exchange,96,0.093,0.214,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Exchange,192,0.192,0.312,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Exchange,336,0.35,0.432,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Exchange,720,0.911,0.716,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Exchange,Avg,0.387,0.419,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ILI,24,1.319,0.754,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ILI,36,1.43,0.834,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ILI,48,1.553,0.815,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ILI,60,1.47,0.788,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ILI,Avg,1.443,0.798,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Solar-Energy,96,,,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Solar-Energy,192,,,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Solar-Energy,336,,,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Solar-Energy,720,,,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
Solar-Energy,Avg,,,PatchTST,li2025_tvnet,CI,PatchTST (li2025_tvnet)
ETTm1,96,0.285,0.339,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm1,192,0.327,0.365,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm1,336,0.356,0.382,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm1,720,0.419,0.414,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm1,Avg,0.34675,0.37499999999999994,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm2,96,0.163,0.252,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm2,192,0.216,0.29,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm2,336,0.268,0.324,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm2,720,0.42,0.422,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTm2,Avg,0.26675,0.322,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh1,96,0.361,0.392,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh1,192,0.404,0.418,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh1,336,0.42,0.431,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh1,720,0.463,0.472,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh1,Avg,0.41200000000000003,0.42825,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh2,96,0.274,0.341,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh2,192,0.339,0.385,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh2,336,0.361,0.406,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh2,720,0.445,0.47,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
ETTh2,Avg,0.35475,0.4005,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Electricity,96,0.131,0.229,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Electricity,192,0.151,0.246,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Electricity,336,0.161,0.261,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Electricity,720,0.197,0.293,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Electricity,Avg,0.16000000000000003,0.25725,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Weather,96,0.145,0.198,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Weather,192,0.191,0.242,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Weather,336,0.242,0.28,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Weather,720,0.32,0.336,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Weather,Avg,0.22449999999999998,0.264,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Traffic,96,0.376,0.264,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Traffic,192,0.397,0.277,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Traffic,336,0.413,0.29,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Traffic,720,0.444,0.306,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Traffic,Avg,0.4075,0.28425,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
Exchange,96,,,TSMixer,chen2023_tsmixer,CD,TSMixer (chen2023_tsmixer)
